locus_tag	simbolo	alias	tipo	producto	es_tf	fuente_tf	fuente	sensible_mayusculas
PA0024	hemF	PA0024	protein_coding	coproporphyrinogen III oxidase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0025	aroE	PA0025	protein_coding	shikimate dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0026	plcB	PA0026	protein_coding	phospholipase C	false		refseq|kegg|uniprot	false
PA0027		PA0027	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0028		PA0028	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0029		PA0029	protein_coding	sulfate transporter	false		refseq|kegg|uniprot	false
PA0030		PA0030	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0031	betC	PA0031	protein_coding	choline sulfatase	false		refseq|kegg|uniprot	false
PA0032		PA0032	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0033		PA0033	protein_coding	hypothetical protein	true	kw_two_component	refseq|kegg|uniprot	false
PA0034		PA0034	protein_coding	two-component response regulator	true	go_0003700|go_0006355|kw_transcription_regulation|kw_two_component|producto_refseq	refseq|kegg|uniprot|uniprot_especie	false
PA0035	trpA	PA0035	protein_coding	tryptophan synthase subunit alpha	false		refseq|kegg|uniprot|uniprot_especie	false
PA0036	trpB	PA0036	protein_coding	tryptophan synthase subunit beta	false		refseq|kegg|uniprot|uniprot_especie	false
PA0037	trpI	PA0037	protein_coding	HTH-type transcriptional regulator TrpI	true	collectf|go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot|uniprot_especie	false
PA0038		PA0038	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0039		PA0039	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0040		PA0040	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0041		PA0041	protein_coding	hemagglutinin	false		refseq|kegg|uniprot	false
PA0042		PA0042	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0043		PA0043	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0044	exoT	PA0044	protein_coding	exoenzyme T	false		refseq|kegg|uniprot|uniprot_especie	false
PA0045		PA0045	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0046		PA0046	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0047		PA0047	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0048		PA0048	protein_coding	transcriptional regulator	true	producto_refseq	refseq|kegg|uniprot	false
PA0049		PA0049	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0050		PA0050	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0051	phzH	PA0051	protein_coding	phenazine-modifying protein	false		refseq|kegg|uniprot	false
PA0052		PA0052	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0053		PA0053	pseudogene	pseudogene	false		refseq|kegg|uniprot	false
PA0054	kptA	PA0054	protein_coding	RNA 2'-phosphotransferase-like protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0055		PA0055	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0056		PA0056	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0057		PA0057	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0058		PA0058	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0059	osmC	PA0059	protein_coding	osmotically inducible protein OsmC	false		refseq|kegg|uniprot	false
PA0060		PA0060	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0061		PA0061	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0062		PA0062	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0063		PA0063	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0064		PA0064	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0065		PA0065	protein_coding	5'-nucleotidase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0066		PA0066	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0067	prlC	PA0067	protein_coding	oligopeptidase A	false		refseq|kegg|uniprot	false
PA0068		PA0068	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0069		PA0069	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0070		PA0070	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0071		PA0071	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0072		PA0072	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0073		PA0073	protein_coding	ABC transporter ATP-binding protein	false		refseq|kegg|uniprot	false
PA0074	ppkA	PA0074	protein_coding	serine/threonine protein kinase PpkA	false		refseq|kegg|uniprot	false
PA0075	pppA	PA0075	protein_coding	serine/threonine phosphatase	false		refseq|kegg|uniprot	false
PA0076		PA0076	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0077	icmF1	PA0077|tssM1	protein_coding	type VI secretion protein IcmF	false		refseq|kegg|uniprot|uniprot_especie	false
PA0078		PA0078	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0079	tssK1	PA0079	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0080		PA0080	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0081	fha1	PA0081	protein_coding	Fha domain-containing protein	false		refseq|kegg|uniprot	false
PA0082	tssA1	PA0082	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0083	tssB1	PA0083	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0084	tssC1	PA0084	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0085	hcp1	PA0085	protein_coding	protein secretion apparatus assembly protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0086	tagJ	PA0086	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0087	tssE1	PA0087	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0088	tssF1	PA0088	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0089		PA0089	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0090	clpV1	PA0090	protein_coding	secretion protein ClpV1	false		refseq|kegg|uniprot|uniprot_especie	false
PA0091	vgrG1	PA0091|vgrG1a	protein_coding	type VI secretion system protein VgrG	false		refseq|kegg|uniprot|uniprot_especie	false
PA0092	tsi6	PA0092	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0093	tse6	PA0093	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0094	eagT6	PA0094	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0095	vgrG1b	PA0095	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0096		PA0096	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0097		PA0097	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0098		PA0098	protein_coding	3-oxoacyl-ACP synthase	false		refseq|kegg|uniprot	false
PA0099	tse7	PA0099	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0100	tsi7	PA0100	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0101		PA0101	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0102		PA0102	protein_coding	carbonic anhydrase	false		refseq|kegg|uniprot	false
PA0103		PA0103	protein_coding	sulfate transporter	false		refseq|kegg|uniprot	false
PA0105	coxB	PA0105	protein_coding	cytochrome C oxidase subunit II	false		refseq|kegg|uniprot	false
PA0106	coxA	PA0106	protein_coding	cytochrome C oxidase subunit I	false		refseq|kegg|uniprot	false
PA0107		PA0107	protein_coding	cytochrome C oxidase assembly protein	false		refseq|kegg|uniprot	false
PA0108	coIII	PA0108	protein_coding	cytochrome C oxidase subunit III	false		refseq|kegg|uniprot	false
PA0109		PA0109	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0110		PA0110	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0111		PA0111	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0112		PA0112	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0113	cyoE1	PA0113	protein_coding	protoheme IX farnesyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0114	senC	PA0114	protein_coding	cytochrome c oxidase assembly protein SenC	false		refseq|kegg|uniprot	false
PA0115		PA0115	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0116		PA0116	protein_coding	hypothetical protein	true	go_0003700|go_0006355|kw_transcription_regulation	refseq|kegg|uniprot	false
PA0117		PA0117	protein_coding	short-chain dehydrogenase	false		refseq|kegg|uniprot	false
PA0118		PA0118	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0119	dctA1	PA0119	protein_coding	C4-dicarboxylate transporter DctA	false		refseq|kegg|uniprot|uniprot_especie	false
PA0120		PA0120	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0121		PA0121	protein_coding	hypothetical protein	true	go_0003700|go_0006355|kw_transcription_regulation	refseq|kegg|uniprot	false
PA0122		PA0122	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0123		PA0123	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0124		PA0124	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0125		PA0125	protein_coding	hypothetical protein	true	go_0006355	refseq|kegg|uniprot	false
PA0126		PA0126	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0127		PA0127	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0128		PA0128	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0129	gabP	PA0129|bauD	protein_coding	gamma-aminobutyrate permease	false		refseq|kegg|uniprot|uniprot_especie	false
PA0130	bauC	PA0130	protein_coding	3-oxopropanoate dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0131	bauB	PA0131	protein_coding	beta-alanine degradation protein BauB	false		refseq|kegg|uniprot|uniprot_especie	false
PA0132	bauA	PA0132	protein_coding	beta alanine--pyruvate transaminase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0133	bauR	PA0133	protein_coding	HTH-type transcriptional activator BauR	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot|uniprot_especie	false
PA0134		PA0134	protein_coding	guanine deaminase	false		refseq|kegg|uniprot	false
PA0135		PA0135	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0136		PA0136	protein_coding	ABC transporter ATP-binding protein	false		refseq|kegg|uniprot	false
PA0137		PA0137	protein_coding	ABC transporter permease	false		refseq|kegg|uniprot	false
PA0138		PA0138	protein_coding	ABC transporter permease	false		refseq|kegg|uniprot	false
PA0139	ahpC	PA0139	protein_coding	alkyl hydroperoxide reductase	false		refseq|kegg|uniprot	false
PA0140	ahpF	PA0140	protein_coding	alkyl hydroperoxide reductase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0141	ppk2	PA0141	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0142		PA0142	protein_coding	8-oxoguanine deaminase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0143	nuh	PA0143	protein_coding	nonspecific ribonucleoside hydrolase	false		refseq|kegg|uniprot	true
PA0144		PA0144	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0145		PA0145	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0146		PA0146	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0147		PA0147	protein_coding	oxidoreductase	false		refseq|kegg|uniprot	false
PA0148		PA0148	protein_coding	adenosine deaminase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0149		PA0149	protein_coding	ECF subfamily sigma-70 factor	true	go_0006355|kw_sigma_factor|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0150		PA0150	protein_coding	transmembrane sensor	false		refseq|kegg|uniprot	false
PA0151		PA0151	protein_coding	TonB-dependent receptor	false		refseq|kegg|uniprot	false
PA0152	pcaQ	PA0152	protein_coding	transcriptional regulator PcaQ	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0153	pcaH	PA0153	protein_coding	protocatechuate 3,4-dioxygenase subunit beta	false		refseq|kegg|uniprot	false
PA0154	pcaG	PA0154	protein_coding	protocatechuate 3,4-dioxygenase subunit alpha	false		refseq|kegg|uniprot	false
PA0155	pcaR	PA0155	protein_coding	transcriptional regulator PcaR	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0156		PA0156	protein_coding	resistance-nodulation-cell division (RND) efflux membrane fusion protein	false		refseq|kegg|uniprot	false
PA0157		PA0157	protein_coding	resistance-nodulation-cell division (RND) efflux membrane fusion protein	false		refseq|kegg|uniprot	false
PA0158		PA0158	protein_coding	resistance-nodulation-cell division (RND) efflux transporter	false		refseq|kegg|uniprot	false
PA0159		PA0159	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0160		PA0160	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0162	opdC	PA0162	protein_coding	histidine porin OpdC	false		refseq|kegg|uniprot	false
PA0163		PA0163	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0164		PA0164	protein_coding	gamma-glutamyltranspeptidase	false		refseq|kegg|uniprot	false
PA0165		PA0165	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0166		PA0166	protein_coding	transporter	false		refseq|kegg|uniprot	false
PA0167		PA0167	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA0168		PA0168	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0169		PA0169	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0170		PA0170	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0171		PA0171	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0172		PA0172	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0173	cheB2	PA0173	protein_coding	chemotaxis response regulator protein-glutamate methylesterase	true	producto_refseq	refseq|kegg|uniprot|uniprot_especie	false
PA0174	cheD	PA0174	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0175	cheR2	PA0175	protein_coding	chemotaxis protein methyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0176	aer2	PA0176|aer-2|mcpB|tlpG	protein_coding	aerotaxis transducer Aer2	false		refseq|kegg|uniprot|uniprot_especie	false
PA0177		PA0177	protein_coding	purine-binding chemotaxis protein	false		refseq|kegg|uniprot	false
PA0178		PA0178	protein_coding	two-component sensor	true	kw_two_component	refseq|kegg|uniprot	false
PA0179		PA0179	protein_coding	two-component response regulator	true	kw_transcription_regulation|kw_two_component|producto_refseq	refseq|kegg|uniprot	false
PA0180	cttP	PA0180|mcpA	protein_coding	trichloroethylene chemotactic transducer CttP	false		refseq|kegg|uniprot|uniprot_especie	false
PA0181		PA0181	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0182		PA0182	protein_coding	3-ketoacyl-ACP reductase	false		refseq|kegg|uniprot	false
PA0183	atsA	PA0183	protein_coding	arylsulfatase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0184		PA0184	protein_coding	ABC transporter ATP-binding protein	false		refseq|kegg|uniprot	false
PA0185		PA0185	protein_coding	ABC transporter permease	false		refseq|kegg|uniprot	false
PA0186		PA0186	protein_coding	ABC transporter	false		refseq|kegg|uniprot	false
PA0187		PA0187	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0188		PA0188	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0189		PA0189	protein_coding	porin	false		refseq|kegg|uniprot	false
PA0190		PA0190	protein_coding	acid phosphatase	false		refseq|kegg|uniprot	false
PA0191		PA0191	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0192		PA0192	protein_coding	TonB-dependent receptor	false		refseq|kegg|uniprot	false
PA0193		PA0193	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0194		PA0194	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0195	pntAA	PA0195	protein_coding	NAD(P) transhydrogenase subunit alpha	false		refseq|kegg|uniprot	false
PA0195.1	pntAB	PA0195.1	protein_coding	NAD(P) transhydrogenase subunit alpha	false		refseq|kegg|uniprot	false
PA0196	pntB	PA0196	protein_coding	pyridine nucleotide transhydrogenase subunit beta	false		refseq|kegg|uniprot	false
PA0197	tonB2	PA0197	protein_coding	transporter TonB	false		refseq|kegg|uniprot|uniprot_especie	false
PA0198	exbB1	PA0198	protein_coding	transporter ExbB	false		refseq|kegg|uniprot	false
PA0199	exbD1	PA0199|exbD	protein_coding	biopolymer transport protein ExbD	false		refseq|kegg|uniprot|uniprot_especie	false
PA0200		PA0200	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0201		PA0201	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0202		PA0202	protein_coding	amidase	false		refseq|kegg|uniprot	false
PA0203		PA0203	protein_coding	ABC transporter	false		refseq|kegg|uniprot	false
PA0204		PA0204	protein_coding	ABC transporter permease	false		refseq|kegg|uniprot	false
PA0205		PA0205	protein_coding	ABC transporter permease	false		refseq|kegg|uniprot	false
PA0206	potA1	PA0206	protein_coding	spermidine/putrescine ABC transporter ATP-binding protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0207		PA0207	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0208	mdcA	PA0208	protein_coding	malonate decarboxylase subunit alpha	false		refseq|kegg|uniprot	false
PA0209	mdcB	PA0209	protein_coding	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0210	mdcC	PA0210	protein_coding	malonate decarboxylase acyl carrier protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0211	mdcD	PA0211	protein_coding	malonate decarboxylase subunit beta	false		refseq|kegg|uniprot	false
PA0212	mdcE	PA0212	protein_coding	malonate decarboxylase subunit gamma	false		refseq|kegg|uniprot	false
PA0213	mdcG	PA0213	protein_coding	phosphoribosyl-dephospho-CoA transferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0214		PA0214	protein_coding	acyl transferase	false		refseq|kegg|uniprot	false
PA0215		PA0215	protein_coding	malonate transporter MadL	false		refseq|kegg|uniprot	false
PA0216		PA0216	protein_coding	malonate transporter MadM	false		refseq|kegg|uniprot	false
PA0217		PA0217	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0218		PA0218	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0219		PA0219	protein_coding	aldehyde dehydrogenase	false		refseq|kegg|uniprot	false
PA0220		PA0220	protein_coding	amino acid APC family transporter	false		refseq|kegg|uniprot	false
PA0221		PA0221	protein_coding	aminotransferase	false		refseq|kegg|uniprot	false
PA0222		PA0222	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0223		PA0223	protein_coding	dihydrodipicolinate synthetase	false		refseq|kegg|uniprot	false
PA0224		PA0224	protein_coding	class II aldolase/adducin domain-containing protein	false		refseq|kegg|uniprot	false
PA0225		PA0225	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA0226		PA0226	protein_coding	CoA transferase subunit A	false		refseq|kegg|uniprot	false
PA0227		PA0227	protein_coding	CoA transferase subunit B	false		refseq|kegg|uniprot	false
PA0228	pcaF	PA0228	protein_coding	beta-ketoadipyl CoA thiolase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0229	pcaT	PA0229	protein_coding	dicarboxylic acid transporter PcaT	false		refseq|kegg|uniprot	false
PA0230	pcaB	PA0230	protein_coding	3-carboxy-cis,cis-muconate cycloisomerase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0231	pcaD	PA0231	protein_coding	3-oxoadipate enol-lactonase	false		refseq|kegg|uniprot	false
PA0232	pcaC	PA0232	protein_coding	4-carboxymuconolactone decarboxylase	false		refseq|kegg|uniprot	false
PA0233		PA0233	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0234		PA0234	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0235	pcaK	PA0235	protein_coding	4-hydroxybenzoate transporter PcaK	false		refseq|kegg|uniprot|uniprot_especie	false
PA0236		PA0236	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0237		PA0237	protein_coding	oxidoreductase	false		refseq|kegg|uniprot	false
PA0238		PA0238	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0239		PA0239	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0240		PA0240	protein_coding	porin	false		refseq|kegg|uniprot	false
PA0241		PA0241	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA0242	quiC1	PA0242	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0243		PA0243	protein_coding	transcriptional regulator	true	go_0003700|producto_refseq	refseq|kegg|uniprot	false
PA0244	aroE	PA0244	protein_coding	shikimate 5-dehydrogenase	false		refseq|kegg|uniprot	false
PA0245	aroQ2	PA0245	protein_coding	3-dehydroquinate dehydratase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0246		PA0246	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA0247	pobA	PA0247	protein_coding	4-hydroxybenzoate 3-monooxygenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0248		PA0248	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0249		PA0249	protein_coding	acetyltransferase	false		refseq|kegg|uniprot	false
PA0250		PA0250	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0251		PA0251	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0252		PA0252	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0253		PA0253	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0254	hudA	PA0254	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0255		PA0255	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0256		PA0256	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0257		PA0257	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0258		PA0258	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0259	tla3	PA0259	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0260	tle3	PA0260	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0261	tli3	PA0261	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0262	vgrG2b	PA0262	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA0263	hcpC	PA0263	protein_coding	secreted protein Hcp	false		refseq|kegg	false
PA0263.1		PA0263.1	tRNA	tRNA-Arg	false		refseq|kegg	false
PA0265	gabD	PA0265|davD	protein_coding	glutarate-semialdehyde dehydrogenase DavD	false		refseq|kegg|uniprot|uniprot_especie	false
PA0266	davT	PA0266	protein_coding	5-aminovalerate aminotransferase DavT	false		refseq|kegg|uniprot|uniprot_especie	false
PA0267		PA0267	protein_coding	hypothetical protein	true	go_0006355	refseq|kegg|uniprot	false
PA0268		PA0268	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0269		PA0269	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0270		PA0270	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0271		PA0271	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0272		PA0272	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0273		PA0273	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA0274		PA0274	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0275		PA0275	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0276		PA0276	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0277		PA0277	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0278		PA0278	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0279		PA0279	protein_coding	transcriptional regulator	true	go_0003700|producto_refseq	refseq|kegg|uniprot	false
PA0280	cysA	PA0280	protein_coding	sulfate.thiosulfate ABC transporter ATP-binding protein CysA	false		refseq|kegg|uniprot|uniprot_especie	false
PA0281	cysW	PA0281	protein_coding	sulfate transporter CysW	false		refseq|kegg|uniprot	false
PA0282	cysT	PA0282	protein_coding	sulfate transporter CysT	false		refseq|kegg|uniprot	false
PA0283	sbp	PA0283	protein_coding	sulfate-binding protein	false		refseq|kegg|uniprot	true
PA0284		PA0284	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0285		PA0285	protein_coding	hypothetical protein	true	go_0006355	refseq|kegg|uniprot	false
PA0286	desA	PA0286	protein_coding	delta-9 fatty acid desaturase DesA	false		refseq|kegg|uniprot	false
PA0287	gpuP	PA0287	protein_coding	3-guanidinopropionate transporter	false		refseq|kegg|uniprot	false
PA0288	gpuA	PA0288	protein_coding	guanidinopropionase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0289	gpuR	PA0289	protein_coding	transcriptional activator GpuR	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA0290		PA0290	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA0291	oprE	PA0291	protein_coding	anaerobically-induced outer membrane porin OprE	false		refseq|kegg|uniprot	false
PA0292	aguA	PA0292	protein_coding	agmatine deiminase	false		refseq|kegg|uniprot|uniprot_especie	false
PA0293	aguB	PA0293	protein_coding	N-carbamoylputrescine amidohydrolase	false		refseq|kegg|uniprot	false
PA0294	aguR	PA0294	protein_coding	transcriptional regulator AguR	true	go_0003700|go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA0295		PA0295	protein_coding	polyamine binding protein	false		refseq|kegg|uniprot	false
PA0296	spuI	PA0296	protein_coding	glutamine synthetase	false		refseq|kegg|uniprot	false
PA0297	spuA	PA0297	protein_coding	glutamine amidotransferase	false		refseq|kegg|uniprot	false
