locus_tag	simbolo	alias	tipo	producto	es_tf	fuente_tf	fuente	sensible_mayusculas
PA2927		PA2927	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2928		PA2928	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2929		PA2929	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2930		PA2930	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA2931	cifR	PA2931	protein_coding	CifR protein	true	kw_transcription_regulation	refseq|kegg|uniprot	false
PA2932	morB	PA2932	protein_coding	morphinone reductase	false		refseq|kegg|uniprot	false
PA2933		PA2933	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA2934	cif	PA2934	protein_coding	CFTR inhibitory factor	false		refseq|kegg|uniprot	true
PA2935		PA2935	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2936		PA2936	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2937		PA2937	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2938		PA2938	protein_coding	transporter	false		refseq|kegg|uniprot	false
PA2939	lap	PA2939	protein_coding	aminopeptidase	false		refseq|kegg|uniprot|uniprot_especie	true
PA2940		PA2940	protein_coding	acyl-CoA thiolase	false		refseq|kegg|uniprot	false
PA2941		PA2941	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2942		PA2942	protein_coding	magnesium chelatase	false		refseq|kegg|uniprot	false
PA2942.1		PA2942.1	ncRNA	P15	false		refseq|kegg	false
PA2943		PA2943	protein_coding	phospho-2-dehydro-3-deoxyheptonate aldolase	false		refseq|kegg|uniprot	false
PA2944	cobN	PA2944	protein_coding	cobaltochelatase subunit CobN	false		refseq|kegg|uniprot|uniprot_especie	false
PA2945	cobW	PA2945	protein_coding	cobalamin biosynthesis protein CobW	false		refseq|kegg|uniprot|uniprot_especie	false
PA2946		PA2946	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2947		PA2947	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2948	cobM	PA2948	protein_coding	precorrin-4 C(11)-methyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA2949		PA2949	protein_coding	lipase	false		refseq|kegg|uniprot	false
PA2950	fabV	PA2950	protein_coding	reductase	false		refseq|kegg|uniprot|uniprot_especie	false
PA2951	etfA	PA2951	protein_coding	electron transfer flavoprotein subunit alpha	false		refseq|kegg|uniprot|uniprot_especie	false
PA2952	etfB	PA2952	protein_coding	electron transfer flavoprotein subunit beta	false		refseq|kegg|uniprot|uniprot_especie	false
PA2953		PA2953	protein_coding	electron transfer flavoprotein-ubiquinone oxidoreductase	false		refseq|kegg|uniprot|uniprot_especie	false
PA2954		PA2954	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2955		PA2955	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2956		PA2956	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2957		PA2957	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA2958		PA2958	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2958.1	rgsA	PA2958.1	ncRNA	RgsA	false		refseq|kegg	false
PA2959		PA2959	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2960	pilZ	PA2960	protein_coding	type 4 fimbrial biogenesis protein PilZ	false		refseq|kegg|uniprot	false
PA2961	holB	PA2961	protein_coding	DNA polymerase III subunit delta	false		refseq|kegg|uniprot|uniprot_especie	false
PA2962	tmk	PA2962	protein_coding	thymidylate kinase	false		refseq|kegg|uniprot|uniprot_especie	true
PA2963	mltG	PA2963	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2964	pabC	PA2964	protein_coding	4-amino-4-deoxychorismate lyase	false		refseq|kegg|uniprot	false
PA2965	fabF1	PA2965	protein_coding	3-oxoacyl-ACP synthase	false		refseq|kegg|uniprot	false
PA2966	acpP	PA2966|acpP1	protein_coding	acyl carrier protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA2967	fabG	PA2967	protein_coding	3-oxoacyl-[acyl-carrier-protein] reductase FabG	false		refseq|kegg|uniprot|uniprot_especie	false
PA2968	fabD	PA2968	protein_coding	malonyl CoA-ACP transacylase	false		refseq|kegg|uniprot	false
PA2969	plsX	PA2969	protein_coding	phosphate acyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA2970	rpmF	PA2970	protein_coding	50S ribosomal protein L32	false		refseq|kegg|uniprot|uniprot_especie	false
PA2971		PA2971	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2972		PA2972	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA2973		PA2973	protein_coding	peptidase	false		refseq|kegg|uniprot	false
PA2974		PA2974	protein_coding	hydrolase	false		refseq|kegg|uniprot	false
PA2975	rluC	PA2975	protein_coding	ribosomal large subunit pseudouridine synthase C	false		refseq|kegg|uniprot|uniprot_especie	false
PA2976	rne	PA2976	protein_coding	ribonuclease E	false		refseq|kegg|uniprot	true
PA2977	murB	PA2977	protein_coding	UDP-N-acetylenolpyruvoylglucosamine reductase	false		refseq|kegg|uniprot|uniprot_especie	false
PA2978	ptpA	PA2978	protein_coding	phosphotyrosine protein phosphatase	false		refseq|kegg|uniprot	false
PA2979	kdsB	PA2979	protein_coding	3-deoxy-manno-octulosonate cytidylyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA2980		PA2980	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA2981	lpxK	PA2981	protein_coding	tetraacyldisaccharide 4'-kinase	false		refseq|kegg|uniprot|uniprot_especie	false
PA2982		PA2982	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2983		PA2983	protein_coding	translocation protein TolQ	false		refseq|kegg|uniprot	false
PA2984		PA2984	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2985		PA2985	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2986		PA2986	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2987	lolD	PA2987	protein_coding	lipoprotein-releasing system ABC transporter ATP-binding protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA2988		PA2988	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2989		PA2989	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2990		PA2990	protein_coding	phosphodiesterase	false		refseq|kegg|uniprot	false
PA2991	sth	PA2991|sthA	protein_coding	soluble pyridine nucleotide transhydrogenase	false		refseq|kegg|uniprot|uniprot_especie	true
PA2992		PA2992	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2993		PA2993	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA2994	nqrF	PA2994	protein_coding	Na(+)-translocating NADH-quinone reductase subunit F	false		refseq|kegg|uniprot|uniprot_especie	false
PA2995	nqrE	PA2995	protein_coding	Na(+)-translocating NADH-quinone reductase subunit E	false		refseq|kegg|uniprot|uniprot_especie	false
PA2996	nqrD	PA2996	protein_coding	Na(+)-translocating NADH-quinone reductase subunit D	false		refseq|kegg|uniprot|uniprot_especie	false
PA2997	nqrC	PA2997	protein_coding	Na(+)-translocating NADH-quinone reductase subunit C	false		refseq|kegg|uniprot|uniprot_especie	false
PA2998	nqrB	PA2998	protein_coding	Na(+)-translocating NADH-quinone reductase subunit B	false		refseq|kegg|uniprot|uniprot_especie	false
PA2999	nqrA	PA2999	protein_coding	Na(+)-translocating NADH-quinone reductase subunit A	false		refseq|kegg|uniprot|uniprot_especie	false
PA3000	aroP1	PA3000	protein_coding	aromatic amino acid transporter AroP	false		refseq|kegg|uniprot	false
PA3001		PA3001	protein_coding	glyceraldehyde-3-phosphate dehydrogenase	false		refseq|kegg|uniprot	false
PA3002	mfd	PA3002	protein_coding	transcription-repair coupling factor	true	go_0006355	refseq|kegg|uniprot	true
PA3003		PA3003	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3004		PA3004	protein_coding	S-methyl-5'-thioinosine phosphorylase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3005	nagZ	PA3005	protein_coding	beta-hexosaminidase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3006	psrA	PA3006	protein_coding	transcriptional regulator PsrA	true	collectf|go_0003700|go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA3007	lexA	PA3007	protein_coding	LexA repressor	true	collectf|go_0006355|kw_transcription_regulation	refseq|kegg|uniprot|uniprot_especie	false
PA3008	sulA	PA3008	protein_coding	cell division inhibitor SulA	false		refseq|kegg|uniprot|uniprot_especie	false
PA3009		PA3009	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3010		PA3010	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3011	topA	PA3011	protein_coding	DNA topoisomerase I	false		refseq|kegg|uniprot|uniprot_especie	false
PA3012		PA3012	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3013	foaB	PA3013|fadA	protein_coding	3-ketoacyl-CoA thiolase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3014	faoA	PA3014|fadB	protein_coding	fatty acid oxidation complex subunit alpha	false		refseq|kegg|uniprot|uniprot_especie	false
PA3015		PA3015	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3016		PA3016	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3017		PA3017	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3018		PA3018	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3019	uup	PA3019	protein_coding	ABC transporter ATP-binding protein	false		refseq|kegg|uniprot	true
PA3020		PA3020	protein_coding	lytic transglycosylase	false		refseq|kegg|uniprot	false
PA3021		PA3021	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3022		PA3022	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3023		PA3023	protein_coding	lipid kinase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3024		PA3024	protein_coding	carbohydrate kinase	false		refseq|kegg|uniprot	false
PA3025		PA3025	protein_coding	FAD-dependent glycerol-3-phosphate dehydrogenase	false		refseq|kegg|uniprot	false
PA3026		PA3026	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3027		PA3027	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3028	moeA2	PA3028	protein_coding	molybdenum cofactor biosynthesis protein A	false		refseq|kegg|uniprot	false
PA3029	moaB2	PA3029	protein_coding	molybdopterin biosynthesis protein B	false		refseq|kegg|uniprot	false
PA3030	mobA	PA3030	protein_coding	molybdenum cofactor guanylyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3031		PA3031	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3031.1		PA3031.1	tRNA	tRNA-Pro	false		refseq|kegg	false
PA3032	snr1	PA3032	protein_coding	cytochrome C Snr1	false		refseq|kegg|uniprot	false
PA3033		PA3033	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3034		PA3034	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3035		PA3035	protein_coding	glutathione S-transferase	false		refseq|kegg|uniprot	false
PA3036		PA3036	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3037		PA3037	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3038		PA3038	protein_coding	porin	false		refseq|kegg|uniprot	false
PA3039		PA3039	protein_coding	transporter	false		refseq|kegg|uniprot	false
PA3040		PA3040	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3041		PA3041	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3042		PA3042	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3043	dgt2	PA3043	protein_coding	deoxyguanosinetriphosphate triphosphohydrolase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3044		PA3044	protein_coding	two-component sensor	true	kw_two_component	refseq|kegg|uniprot	false
PA3045		PA3045	protein_coding	two-component response regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3046		PA3046	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3047		PA3047	protein_coding	D-alanyl-D-alanine carboxypeptidase	false		refseq|kegg|uniprot	false
PA3048	rlmL	PA3048	protein_coding	ribosomal RNA large subunit methyltransferase K/L	false		refseq|kegg|uniprot|uniprot_especie	false
PA3049	rmf	PA3049	protein_coding	ribosome modulation factor	false		refseq|kegg|uniprot	true
PA3050	pyrD	PA3050	protein_coding	dihydroorotate dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3051		PA3051	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3052		PA3052	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3053		PA3053	protein_coding	hydrolase	false		refseq|kegg|uniprot	false
PA3054		PA3054	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3055		PA3055	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3056		PA3056	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3057		PA3057	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3058	pelG	PA3058	protein_coding	pellicle/biofilm biosynthesis Wzx-like polysaccharide transporter PelG	false		refseq|kegg|uniprot	false
PA3059	pelF	PA3059	protein_coding	pellicle/biofilm biosynthesis glycosyltransferase PelF	false		refseq|kegg|uniprot	false
PA3060	pelE	PA3060	protein_coding	pellicle/biofilm biosynthesis protein PelE	false		refseq|kegg|uniprot	false
PA3061	pelD	PA3061	protein_coding	pellicle/biofilm biosynthesis protein PelD	false		refseq|kegg|uniprot	false
PA3062	pelC	PA3062	protein_coding	pellicle/biofilm biosynthesis outer membrane protein PelC	false		refseq|kegg|uniprot	false
PA3063	pelB	PA3063	protein_coding	pellicle/biofilm biosynthesis protein PelB	false		refseq|kegg|uniprot	false
PA3064	pelA	PA3064	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3065		PA3065	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3066		PA3066	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3067		PA3067	protein_coding	transcriptional regulator	true	go_0003700|producto_refseq	refseq|kegg|uniprot	false
PA3068	gdhB	PA3068	protein_coding	NAD-specific glutamate dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3069		PA3069	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3070		PA3070	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3071		PA3071	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3072		PA3072	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3073		PA3073	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3074		PA3074	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3075		PA3075	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3076		PA3076	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3077		PA3077	protein_coding	two-component response regulator	true	go_0006355|kw_transcription_regulation|kw_two_component|producto_refseq	refseq|kegg|uniprot	false
PA3078		PA3078	protein_coding	two-component sensor	false		refseq|kegg|uniprot	false
PA3079		PA3079	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3080		PA3080	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3081		PA3081	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3082	gbt	PA3082	protein_coding	glycine betaine transmethylase	false		refseq|kegg|uniprot	true
PA3083	pepN	PA3083	protein_coding	aminopeptidase	false		refseq|kegg|uniprot	false
PA3084		PA3084	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3085		PA3085	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3086		PA3086	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3087		PA3087	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3088	nadK	PA3088	protein_coding	NAD kinase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3089		PA3089	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3091		PA3091	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3092	fadH1	PA3092	protein_coding	2,4-dienoyl-CoA reductase	false		refseq|kegg|uniprot	false
PA3093		PA3093	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3094		PA3094	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3094.1		PA3094.1	tRNA	tRNA-Asp	false		refseq|kegg	false
PA3094.2		PA3094.2	tRNA	tRNA-Asp	false		refseq|kegg	false
PA3094.3		PA3094.3	tRNA	tRNA-Val	false		refseq|kegg	false
PA3095	xcpZ	PA3095	protein_coding	type II secretion system protein M	false		refseq|kegg|uniprot|uniprot_especie	false
PA3096	xcpY	PA3096	protein_coding	type II secretion system protein L	false		refseq|kegg|uniprot|uniprot_especie	false
PA3097	xcpX	PA3097	protein_coding	type II secretion system protein K	false		refseq|kegg|uniprot|uniprot_especie	false
PA3098	xcpW	PA3098|pddD	protein_coding	type II secretion system protein J	false		refseq|kegg|uniprot|uniprot_especie	false
PA3099	xcpV	PA3099|pddC	protein_coding	type II secretion system protein I	false		refseq|kegg|uniprot|uniprot_especie	false
PA3100	xcpU	PA3100|pddB	protein_coding	type II secretion system protein H	false		refseq|kegg|uniprot|uniprot_especie	false
PA3101	xcpT	PA3101|pddA	protein_coding	type II secretion system protein G	false		refseq|kegg|uniprot|uniprot_especie	false
PA3102	xcpS	PA3102	protein_coding	type II secretion system protein F	false		refseq|kegg|uniprot|uniprot_especie	false
PA3103	xcpR	PA3103	protein_coding	type II secretion system protein E	false		refseq|kegg|uniprot|uniprot_especie	false
PA3104	xcpP	PA3104	protein_coding	type II secretion system protein N	false		refseq|kegg|uniprot|uniprot_especie	false
PA3105	xcpQ	PA3105	protein_coding	type II secretion system protein D	false		refseq|kegg|uniprot|uniprot_especie	false
PA3106		PA3106	protein_coding	oxidoreductase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3107	metZ	PA3107	protein_coding	O-succinylhomoserine sulfhydrylase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3108	purF	PA3108	protein_coding	amidophosphoribosyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3109		PA3109	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3110		PA3110	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3111	folC	PA3111	protein_coding	folylpolyglutamate synthetase	false		refseq|kegg|uniprot	false
PA3112	accD	PA3112	protein_coding	acetyl-CoA carboxylase carboxyltransferase subunit beta	false		refseq|kegg|uniprot|uniprot_especie	false
PA3113	trpF	PA3113	protein_coding	N-(5'-phosphoribosyl)anthranilate isomerase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3114	truA	PA3114|hisT	protein_coding	tRNA pseudouridine synthase A	false		refseq|kegg|uniprot|uniprot_especie	false
PA3115	fimV	PA3115	protein_coding	motility protein FimV	false		refseq|kegg|uniprot|uniprot_especie	false
PA3116	usg	PA3116	protein_coding	aspartate-semialdehyde dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	true
PA3117	asd	PA3117	protein_coding	aspartate-semialdehyde dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	true
PA3118	leuB	PA3118	protein_coding	3-isopropylmalate dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3119		PA3119	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3120	leuD	PA3120	protein_coding	isopropylmalate isomerase small subunit	false		refseq|kegg|uniprot|uniprot_especie	false
PA3121	leuC	PA3121	protein_coding	3-isopropylmalate dehydratase large subunit	false		refseq|kegg|uniprot|uniprot_especie	false
PA3122		PA3122	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3123		PA3123	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3124		PA3124	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3125		PA3125	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3126	ibpA	PA3126	protein_coding	heat-shock protein IbpA	false		refseq|kegg|uniprot	false
PA3127		PA3127	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3128		PA3128	protein_coding	short-chain dehydrogenase	false		refseq|kegg|uniprot	false
PA3129	dusC	PA3129	protein_coding	tRNA-dihydrouridine synthase C	false		refseq|kegg|uniprot|uniprot_especie	false
PA3130		PA3130	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3131		PA3131	protein_coding	aldolase	false		refseq|kegg|uniprot	false
PA3132		PA3132	protein_coding	hydrolase	false		refseq|kegg|uniprot	false
PA3133		PA3133	protein_coding	transcriptional regulator	true	kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3133.1		PA3133.1	tRNA	tRNA-Glu	false		refseq|kegg	false
PA3133.2		PA3133.2	tRNA	tRNA-Ala	false		refseq|kegg	false
PA3133.3		PA3133.3	tRNA	tRNA-Glu	false		refseq|kegg	false
PA3133.4		PA3133.4	tRNA	tRNA-Ala	false		refseq|kegg	false
PA3134	gltX	PA3134	protein_coding	glutamate--tRNA ligase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3135		PA3135	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3136		PA3136	protein_coding	secretion protein	false		refseq|kegg|uniprot	false
PA3137		PA3137	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA3138	uvrB	PA3138	protein_coding	excinuclease ABC subunit B	false		refseq|kegg|uniprot|uniprot_especie	false
PA3139	aspC	PA3139	protein_coding	aspartate aminotransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3139.1		PA3139.1	tRNA	tRNA-Asn	false		refseq|kegg	false
PA3140		PA3140	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3141	wbpM	PA3141	protein_coding	nucleotide sugar epimerase/dehydratase WbpM	false		refseq|kegg|uniprot	false
PA3142		PA3142	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3143		PA3143	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3145	wbpL	PA3145	protein_coding	glycosyltransferase WbpL	false		refseq|kegg|uniprot	false
PA3146	wbpK	PA3146	protein_coding	NAD-dependent epimerase/dehydratase	false		refseq|kegg|uniprot	false
PA3147	wbpJ	PA3147	protein_coding	glycosyl transferase WbpJ	false		refseq|kegg|uniprot	false
PA3148	wbpI	PA3148	protein_coding	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimeras	false		refseq|kegg|uniprot|uniprot_especie	false
PA3149	wbpH	PA3149	protein_coding	glycosyltransferase WbpH	false		refseq|kegg|uniprot	false
PA3150	wbpG	PA3150	protein_coding	LPS biosynthesis protein WbpG	false		refseq|kegg|uniprot	false
PA3151	hisF2	PA3151	protein_coding	imidazole glycerol phosphate synthase subunit HisF	false		refseq|kegg|uniprot|uniprot_especie	false
PA3152	hisH2	PA3152|hisH	protein_coding	imidazole glycerol phosphate synthase subunit HisH	false		refseq|kegg|uniprot|uniprot_especie	false
PA3153	wzx	PA3153	protein_coding	O-antigen translocase	false		refseq|kegg|uniprot	true
PA3154	wzy	PA3154|rfc	protein_coding	B-band O-antigen polymerase	false		refseq|kegg|uniprot|uniprot_especie	true
PA3155	wbpE	PA3155	protein_coding	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3156	wbpD	PA3156	protein_coding	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3157		PA3157	protein_coding	acetyltransferase	false		refseq|kegg|uniprot	false
PA3158	wbpB	PA3158|wlbA	protein_coding	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3159	wbpA	PA3159	protein_coding	UDP-N-acetyl-d-glucosamine 6-dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3160	wzz	PA3160	protein_coding	O-antigen chain length regulator	false		refseq|kegg|uniprot	true
PA3161	himD	PA3161|ihfB	protein_coding	integration host factor subunit beta	true	go_0006355|kw_transcription_regulation	refseq|kegg|uniprot|uniprot_especie	false
PA3162	rpsA	PA3162	protein_coding	30S ribosomal protein S1	false		refseq|kegg|uniprot|uniprot_especie	false
PA3163	cmk	PA3163	protein_coding	cytidylate kinase	false		refseq|kegg|uniprot|uniprot_especie	true
PA3164		PA3164	pseudogene	pseudogene	false		refseq|kegg	false
PA3165	hisC2	PA3165	protein_coding	histidinol-phosphate aminotransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3166	pheA	PA3166	protein_coding	bifunctional chorismate mutase/prephenate dehydratase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3167	serC	PA3167	protein_coding	3-phosphoserine/phosphohydroxythreonine aminotransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3168	gyrA	PA3168	protein_coding	DNA gyrase subunit A	false		refseq|kegg|uniprot|uniprot_especie	false
PA3169	mtnA	PA3169	protein_coding	methylthioribose-1-phosphate isomerase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3170		PA3170	protein_coding	N-ethylammeline chlorohydrolase	false		refseq|kegg|uniprot	false
PA3171	ubiG	PA3171	protein_coding	ubiquinone biosynthesis O-methyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3172	mupP	PA3172	protein_coding	phosphoglycolate phosphatase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3173		PA3173	protein_coding	short-chain dehydrogenase	false		refseq|kegg|uniprot	false
PA3174		PA3174	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA3175		PA3175	protein_coding	formimidoylglutamase	false		refseq|kegg|uniprot|uniprot_especie	false
PA3176	gltS	PA3176	protein_coding	glutamate/sodium ion symporter GltS	false		refseq|kegg|uniprot	false
PA3177		PA3177	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3178		PA3178	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3179	rluB	PA3179	protein_coding	ribosomal large subunit pseudouridine synthase B	false		refseq|kegg|uniprot|uniprot_especie	false
PA3180		PA3180	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA3181	eda	PA3181	protein_coding	2-dehydro-3-deoxy-phosphogluconate aldolase	false		refseq|kegg|uniprot|uniprot_especie	true
PA3182	pgl	PA3182|devB	protein_coding	6-phosphogluconolactonase	false		refseq|kegg|uniprot|uniprot_especie	true
PA3183	zwf	PA3183	protein_coding	glucose-6-phosphate 1-dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	true
PA3184	hexR	PA3184	protein_coding	HTH-type transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot|uniprot_especie	false
